Numero_ID,Document_index,Title,Author_Contact_Contractor,Organisation,Organisation_type,Finance_type,Executor_type,Publication_date,Activity_initiation_year,Compensation,Project_phase,Monitoring,Monitoring_years,Target_land_cover,Restoration_type,Restoration_action,Restoration_action_1,Restoration_action_2,Restoration_action_3,Restoration_action_4,Restoration_action_5,Disturbance,Disturbance_1,Disturbance_2,Disturbance_3,Disturbance_4,Type_of_land_being_restored,Main_aim_of_restoration,Land_area_ha,Location_coordinate_system,Department,Code_DANE_Dep,Municipality,Code_DANE_Mun,Dept_Mun,Dept,Mun,Location,Biogeographic_region,Potential_ecosystem,Reference,Source,Remarks,Costs,Notes,Notes_2,Lat_dec_FINAL,Lon_dec_FINAL
RE00016,a,"Restauración ecológica del Parque Regional Natural Metropolitano “Cerro El Volador” en Medellín, Colombia",Lucas Cifuentes,Universidad Nacional - Sede Medellín,University,National,Public,2012,NI,No,Implementation,Yes,1-3year,Wooded pastures,Assisted restoration,Revegetation nuclei,Revegetation nuclei,NA,NA,NA,NA,Invasive species,NI,NA,NA,NA,NI,Ecological connectivity,90,NI,ANTIOQUIA,5,MEDELLÃN,5001,ANTIOQUIA_MEDELLIN,ANTIOQUIA,MEDELLIN,Cero el volador,Norandina,NI,https://www.metropol.gov.co/ambiental/Documents/Zonas%20verdes/Informe%20final%20CD%20309%20Modelo%20de%20restauracio%CC%81n%20PNRM%20Cerro%20El%20Volador/Informe%20final%20CD%20309%20Modelo%20de%20restauracio%CC%81n%20PNRM%20Cerro%20El%20Vo%20-%20V2.0.pdf,NA,Se adjunta documento y mapa de monitoreo de 3 años. Otra entidad que participo: Area metropolitana de Medellín,-,NA,NA,6.2682,-75.5813
RE00017,a,Restauración ecológica en el resguardo indígena de Chiles,Francisco Fajardo,Instituto Humboldt,Research institute,National and International,Public and private,2008,NI,No,Implementation,NI,NI,NI,NI,NI,NI,NA,NA,NA,NA,Agricultural and livestock use,Invasive species,NA,NA,NA,NI,Recovery and conservation of natural resources,2,NI,NARIÃ‘O,52,CUMBAL,52227,NARINO_CUMBAL,NARINO,CUMBAL,Paramo los chiles,Norandina,Paramo,https://www.researchgate.net/publication/264047007_Restauracion_ecologica_una_experiencia_de_capacitacion_en_el_paramo_de_Chiles,NA,"Esto fue producto de unos trabajos de fortalecimiento de capacidades en el resguardo indigena del páramo de los chiles y el soporte es una cartilla de divulgación. Sin embargo, no se encuentra ningun soporte de que se haya implementado algun proceso de restauración. Se identificaron especies potenciales de restauración. Otras entidades participantes: corponariño",-,NA,NA,0.9522,-78.0064
RE00018,a,Corredor de Conservación Chingaza – Sumapaz – Guerrero. Resultados del Diseño y Lineamientos de Acción,Patricia Bejarano,CI,NGO,National and International,Private,2011,NI,No,Planing,NI,NI,"Mosaic of crops, pastures and natural areas",Natural regeneration and assisted restoration,"Agroforestry system, silvopastoral, plant enrichment, live fences, perimeter isolation",Agroforestry system,silvopastoral,plant enrichment,live fences,perimeter isolation,Agricultural and livestock use,Agricultural and livestock use,NA,NA,NA,NI,Ecological connectivity,NI,NI,CUNDINAMARCA,25,GUASCA,25322,CUNDINAMARCA_GUASCA,CUNDINAMARCA,GUASCA,"Paramos Sumapaz, Chingaza, Guerrero",Norandina,Paramo,https://rds.org.co/es/recursos/corredor-de-conservacion-chingaza-sumapaz-guerrero-resultados-del-diseno-y-lineamientos-de-accion,NA,"Otras entidades que participaron: Empresa de acueducto y alcantarillado. Esto es un libro donde se plantean unos diseños de restauración, pero no da cuenta de la implementación. Ademas por ser una propuesta de corredor es un área muy grande la que abarca. Tambien tuvo financiación de varias corporaciones ambientales CAR, CORMACARENA Y CORPOGUAVIO",-,NA,NA,NA,NA
RE00019,a,"Restauración vegetal y paisajística de las antiguas canteras del sistema 
Chingaza: El ángulo –km 17– cuatro vientos y restauración vegetal del área del antiguo campamento el diamante",Carlos Flores,EAAB,Company,National government,Public,2009,NI,No,Implementation,NI,NI,NI,Assisted restoration,"Bioengineering, tree planting, perimeter isolation",Bioengineering,tree planting,perimeter isolation,NA,NA,Civil works and infrastructure,Agricultural and livestock use,NA,NA,NA,NI,Soil erosion prevention,NI,NI,CUNDINAMARCA,25,GUASCA,25322,CUNDINAMARCA_GUATAQUI,CUNDINAMARCA,GUATAQUI,Paramo chingaza,Norandina,Paramo,NA,NA,Se encontro como soporte un resumen de simposio sobre este tema. I congreso colombiano de restauración ecologica,-,NA,NA,NA,NA
RE00020,a,"Restauración ecológica participativa en la cuenca alta del río Tunjuelo, micro-cuenca del río Chisaca",Orlando Vargas,GREUNAL,University,National,Public,2013,2010,No,Implementation,Yes,1-3year,Weeded pastures,Assisted restoration,Revegetation nuclei,Revegetation nuclei,NA,NA,NA,NA,Invasive species,Civil works and infrastructure,NA,NA,NA,Forestry,Hydrological restoration,2,NI,CUNDINAMARCA,25,"BOGOTÃ, D.C.",11001,BOLIVAR_CARTAGENA DE INDIAS,BOLIVAR,CARTAGENA DE INDIAS,"Río Tunjuelo, microcuenca del río Chisacá, Usme",Norandina,Paramo,https://www.researchgate.net/profile/Orlando-Vargas-4/publication/262935616_RESTAURACION_ECOLOGICA_PARTICIPATIVA_EN_LA_CUENCA_ALTA_DEL_RIO_TUNJUELO_MICROCUENCA_DEL_RIO_CHISACA_LOCALIDAD_DE_USME/links/00b49539618020815a000000/RESTAURACION-ECOLOGICA-PARTICIPATIVA-EN-LA-CUENCA-ALTA-DEL-RIO-TUNJUELO-MICROCUENCA-DEL-RIO-CHISACA-LOCALIDAD-DE-USME.pdf,NA,"Se adjunta el documento de la implementación y a continuación se describen algunos datos adicionales sobre la ubicación. Se localiza en la localidad de Usme, vereda el Hato, 3150m de altura a los 74° 10’ longitud Oeste y  4° 23’ latitud Norte, corresponde a dos hectáreas del Predio “La Playa”, propiedad de la Empresa de Acueducto y Alcantarillado de Bogotá (EAAB-ESP), corredor ripario del río Chisacá en su último tramo antes de desembocar el río en el embalse de Chisacá",-,NA,NA,4.38333,-74.16666
RE00021,a,Manejo integral de ciénagas y restauración de la oferta ictiológica en el Medio Magdalena,Pedro Julian Contreras,UNIPAZ,University,National,Public,NI,NI,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Agricultural and livestock use,Invasive species,NA,NA,NA,NI,Hydrological restoration,82,NI,SANTANDER,68,NO CHECKED,#N/A,ANTIOQUIA_YONDO,ANTIOQUIA,YONDO,"Ciengas de chucirí, Opón, Paredes, San Silvestre y El llanito",Choco-Magdalena,Wetland,https://es.scribd.com/document/233828312/Manejo-Integral-Cienagas-UNIPAZ,NA,"Se adjunta el link de la publicación aunque no se deja descargar el documento. Principal problemática es la interrupción de la dinamica hidrica entre caño y cienaga es la causa principal de la reducción del espejo de agua en las cienagas. Las actividades principales fueron la restauración a orillas de la cienaga y caños, limpieza y restauración de caños, quebradas, y espejos de agua",-,"Six cienagas are listed in the contents page. Googled locations for each of those. 
https://goo.gl/maps/kPJh41V2FSQkUufHA 
https://goo.gl/maps/BuDKakLrFfs4QzQv9 
https://goo.gl/maps/rV134si54MhW5Vw78 
https://goo.gl/maps/tuZTpPjJP1y6PEYP9 
https://goo.gl/maps/S2afSSjEgYd5LCaPA 
https://goo.gl/maps/YFKzQfFvakPd7t5j8 
Possible related document https://unipaz.edu.co/assets/documento_investigacion_ias.pdf",NA,6.73889,-74.25251
RE00021,a,Manejo integral de ciénagas y restauración de la oferta ictiológica en el Medio Magdalena,Pedro Julian Contreras,UNIPAZ,University,National,Public,NI,NI,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Agricultural and livestock use,Agricultural and livestock use,NA,NA,NA,NI,Hydrological restoration,82,NI,SANTANDER,68,NO CHECKED,#N/A,SANTANDER_BARRANCABERMEJA,SANTANDER,BARRANCABERMEJA,"Ciengas de chucirí, Opón, Paredes, San Silvestre y El llanito",Choco-Magdalena,Wetland,https://es.scribd.com/document/233828312/Manejo-Integral-Cienagas-UNIPAZ,NA,"Se adjunta el link de la publicación aunque no se deja descargar el documento. Principal problemática es la interrupción de la dinamica hidrica entre caño y cienaga es la causa principal de la reducción del espejo de agua en las cienagas. Las actividades principales fueron la restauración a orillas de la cienaga y caños, limpieza y restauración de caños, quebradas, y espejos de agua",-,"Six cienagas are listed in the contents page. Googled locations for each of those. 
https://goo.gl/maps/kPJh41V2FSQkUufHA 
https://goo.gl/maps/BuDKakLrFfs4QzQv9 
https://goo.gl/maps/rV134si54MhW5Vw78 
https://goo.gl/maps/tuZTpPjJP1y6PEYP9 
https://goo.gl/maps/S2afSSjEgYd5LCaPA 
https://goo.gl/maps/YFKzQfFvakPd7t5j8 
Possible related document https://unipaz.edu.co/assets/documento_investigacion_ias.pdf",NA,6.82441,-74.06434
RE00021,a,Manejo integral de ciénagas y restauración de la oferta ictiológica en el Medio Magdalena,Pedro Julian Contreras,UNIPAZ,University,National,Public,NI,NI,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Agricultural and livestock use,Agricultural and livestock use,NA,NA,NA,NI,Hydrological restoration,82,NI,SANTANDER,68,NO CHECKED,#N/A,SANTANDER_BARRANCABERMEJA,SANTANDER,BARRANCABERMEJA,"Ciengas de chucirí, Opón, Paredes, San Silvestre y El llanito",Choco-Magdalena,Wetland,https://es.scribd.com/document/233828312/Manejo-Integral-Cienagas-UNIPAZ,NA,"Se adjunta el link de la publicación aunque no se deja descargar el documento. Principal problemática es la interrupción de la dinamica hidrica entre caño y cienaga es la causa principal de la reducción del espejo de agua en las cienagas. Las actividades principales fueron la restauración a orillas de la cienaga y caños, limpieza y restauración de caños, quebradas, y espejos de agua",-,"Six cienagas are listed in the contents page. Googled locations for each of those. 
https://goo.gl/maps/kPJh41V2FSQkUufHA 
https://goo.gl/maps/BuDKakLrFfs4QzQv9 
https://goo.gl/maps/rV134si54MhW5Vw78 
https://goo.gl/maps/tuZTpPjJP1y6PEYP9 
https://goo.gl/maps/S2afSSjEgYd5LCaPA 
https://goo.gl/maps/YFKzQfFvakPd7t5j8 
Possible related document https://unipaz.edu.co/assets/documento_investigacion_ias.pdf",NA,6.92351,-73.89504
RE00021,a,Manejo integral de ciénagas y restauración de la oferta ictiológica en el Medio Magdalena,Pedro Julian Contreras,UNIPAZ,University,National,Public,NI,NI,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Agricultural and livestock use,Agricultural and livestock use,NA,NA,NA,NI,Hydrological restoration,82,NI,SANTANDER,68,NO CHECKED,#N/A,SANTANDER_BARRANCABERMEJA,SANTANDER,BARRANCABERMEJA,"Ciengas de chucirí, Opón, Paredes, San Silvestre y El llanito",Choco-Magdalena,Wetland,https://es.scribd.com/document/233828312/Manejo-Integral-Cienagas-UNIPAZ,NA,"Se adjunta el link de la publicación aunque no se deja descargar el documento. Principal problemática es la interrupción de la dinamica hidrica entre caño y cienaga es la causa principal de la reducción del espejo de agua en las cienagas. Las actividades principales fueron la restauración a orillas de la cienaga y caños, limpieza y restauración de caños, quebradas, y espejos de agua",-,"Six cienagas are listed in the contents page. Googled locations for each of those. 
https://goo.gl/maps/kPJh41V2FSQkUufHA 
https://goo.gl/maps/BuDKakLrFfs4QzQv9 
https://goo.gl/maps/rV134si54MhW5Vw78 
https://goo.gl/maps/tuZTpPjJP1y6PEYP9 
https://goo.gl/maps/S2afSSjEgYd5LCaPA 
https://goo.gl/maps/YFKzQfFvakPd7t5j8 
Possible related document https://unipaz.edu.co/assets/documento_investigacion_ias.pdf",NA,7.0981,-73.82632
RE00021,a,Manejo integral de ciénagas y restauración de la oferta ictiológica en el Medio Magdalena,Pedro Julian Contreras,UNIPAZ,University,National,Public,NI,NI,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Agricultural and livestock use,Agricultural and livestock use,NA,NA,NA,NI,Hydrological restoration,82,NI,SANTANDER,68,NO CHECKED,#N/A,SANTANDER_BARRANCABERMEJA,SANTANDER,BARRANCABERMEJA,"Ciengas de chucirí, Opón, Paredes, San Silvestre y El llanito",Choco-Magdalena,Wetland,https://es.scribd.com/document/233828312/Manejo-Integral-Cienagas-UNIPAZ,NA,"Se adjunta el link de la publicación aunque no se deja descargar el documento. Principal problemática es la interrupción de la dinamica hidrica entre caño y cienaga es la causa principal de la reducción del espejo de agua en las cienagas. Las actividades principales fueron la restauración a orillas de la cienaga y caños, limpieza y restauración de caños, quebradas, y espejos de agua",-,"Six cienagas are listed in the contents page. Googled locations for each of those. 
https://goo.gl/maps/kPJh41V2FSQkUufHA 
https://goo.gl/maps/BuDKakLrFfs4QzQv9 
https://goo.gl/maps/rV134si54MhW5Vw78 
https://goo.gl/maps/tuZTpPjJP1y6PEYP9 
https://goo.gl/maps/S2afSSjEgYd5LCaPA 
https://goo.gl/maps/YFKzQfFvakPd7t5j8 
Possible related document https://unipaz.edu.co/assets/documento_investigacion_ias.pdf",NA,7.18437,-73.86222
RE00021,a,Manejo integral de ciénagas y restauración de la oferta ictiológica en el Medio Magdalena,Pedro Julian Contreras,UNIPAZ,University,National,Public,NI,NI,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Agricultural and livestock use,Agricultural and livestock use,NA,NA,NA,NI,Hydrological restoration,82,NI,SANTANDER,68,NO CHECKED,#N/A,SANTANDER_PUERTO WILCHES,SANTANDER,PUERTO WILCHES,"Ciengas de chucirí, Opón, Paredes, San Silvestre y El llanito",Choco-Magdalena,Wetland,https://es.scribd.com/document/233828312/Manejo-Integral-Cienagas-UNIPAZ,NA,"Se adjunta el link de la publicación aunque no se deja descargar el documento. Principal problemática es la interrupción de la dinamica hidrica entre caño y cienaga es la causa principal de la reducción del espejo de agua en las cienagas. Las actividades principales fueron la restauración a orillas de la cienaga y caños, limpieza y restauración de caños, quebradas, y espejos de agua",-,"Six cienagas are listed in the contents page. Googled locations for each of those. 
https://goo.gl/maps/kPJh41V2FSQkUufHA 
https://goo.gl/maps/BuDKakLrFfs4QzQv9 
https://goo.gl/maps/rV134si54MhW5Vw78 
https://goo.gl/maps/tuZTpPjJP1y6PEYP9 
https://goo.gl/maps/S2afSSjEgYd5LCaPA 
https://goo.gl/maps/YFKzQfFvakPd7t5j8 
Possible related document https://unipaz.edu.co/assets/documento_investigacion_ias.pdf",NA,7.43705,-73.78101
RE00022,a,Restauración zonas de importancia ecológica en la localidad de Ciudad Bolívar,Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2010,2009,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Forest plantations,Agricultural and livestock use,NA,NA,NA,NI,Water resource protection,14.81,NI,CUNDINAMARCA,25,"BOGOTÁ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",Ciudad Bolivar,Norandina,NI,NA,NA,NA,-,NA,NA,NA,NA
RE00023,a,"Conservación de microcuencas, obras de protección de fuentes y reforestación protectora de dichas cuencas abastecedoras de acueductos rurales y urbanos en el departamento de Arauca- Restauración ecológica Participativa como estrategia para la regulación del ciclo hídrico y conservación del PNN Cocuy Sector Oriental, Departamento de Arauca, Municipios de Tame, Fortul y Saravena",Johana Puentes,PNN,National Natural Park,National,Public,2011,NI,No,Implementation,NI,NI,"Mosaic of crops, pastures and natural areas",Natural regeneration and assisted restoration,"Tree planting, perimeter isolation, live fences, revegetation nuclei, invasive species control",Tree planting,perimeter isolation,live fences,revegetation nuclei,invasive species control,"Agricultural and livestock use, deforestation",Forest plantations,NA,NA,NA,NI,Ecological connectivity,588,NI,ARAUCA,81,TAME,81794,ARAUCA_TAME,ARAUCA,TAME,PNN Cocuy,Norandina,Paramo,https://es.scribd.com/document/120314573/Restauracion-Ecologica-Participativa-en-el-Parque-Nacional-Natural-El-Cocuy-Costado-Oriental-Departamento-de-Arauca,NA,Se adjunta libro de soporte,-,NA,NA,6.3997,-71.9233
RE00024,a,"Restauración ecológica participativa y mitigación del impacto generado por la tala en el PNN Cocuy y su área de amortiguación del sector oriental, municipio Tame (Arauca)",Johana Puentes,PNN,National Natural Park,National,Public,2011,NI,No,Implementation,NI,NI,"Mosaic of crops, pastures and natural areas",Natural regeneration and assisted restoration,"Tree planting, perimeter isolation, live fences, revegetation nuclei, invasive species control",Tree planting,perimeter isolation,live fences,revegetation nuclei,invasive species control,"Agricultural and livestock use, deforestation",Agricultural and livestock use,deforestation,NA,NA,NI,Ecological connectivity,360,NI,ARAUCA,81,TAME,81794,ARAUCA_TAME,ARAUCA,TAME,PNN Cocuy,Norandina,Paramo,NA,NA,"Si bien el lugar que se esta reportando es un parque nacional natural y por tanto abarca un area muy grande con varios sectores, en este registro vendrian reportando lo mismo que en el primer registro anterior, ya que se esta reportando restauración en el mismo sector oriental (Tame Arauca). Existen dos publicaciones pero dicen lo mismo, solo que una esta en extenso y otra es una versión sintetica. Yo quitaria este registro.",-,NA,NA,6.3997,-71.9233
RE00025,a,Diagnostico preliminar de la Restauración Ecológica Participativa en el Parque Nacional Natural El Cocuy,Johana Puentes,PNN,National Natural Park,National,Public,2011,NI,No,Implementation,NI,NI,"Mosaic of crops, pastures and natural areas",Natural regeneration and assisted restoration,"Tree planting, perimeter isolation, live fences, revegetation nuclei, invasive species control",Tree planting,perimeter isolation,live fences,revegetation nuclei,invasive species control,"Agricultural and livestock use, deforestation",Agricultural and livestock use,deforestation,NA,NA,NI,Ecological connectivity,4000,NI,ARAUCA,81,TAME,81794,ARAUCA_TAME,ARAUCA,TAME,PNN Cocuy,Norandina,Paramo,NA,NA,Tampoco se encuentra soporte de este registro y estan reportando el mismo lugar anterior.,-,NA,NA,6.3997,-71.9233
RE00026,a,"Estrategias para la restauración ecológica del bosque alto-andino de 
Cogua Cundinamarca",Orlando Vargas,GREUNAL,University,National,Public,2007,2007,No,Implementation,Yes,1-3year,Weeded pastures,Natural regeneration and assisted restoration,"Revegetation nuclei, perches, erosion control trenches, plant enrichment, Invasive species control",Revegetation nuclei,perches,erosion control trenches,plant enrichment,Invasive species control,Agricultural and livestock use,Agricultural and livestock use,deforestation,NA,NA,Forestry-protection,Recovery and conservation of natural resources,NI,NI,CUNDINAMARCA,25,COGUA,25200,CUNDINAMARCA_COGUA,CUNDINAMARCA,COGUA,Reserva forestal municipal de Cogua,Norandina,High Andean forest,https://www.researchgate.net/publication/259482680_Estrategias_para_la_restauracion_ecologica_del_bosque_altoandino_El_caso_de_la_Reserva_Forestal_Municipal_de_Cogua_Cundinamarca,NA,"Se adjunta libro, la implementación fue a escala experimental por medio de varias parcelas. Por lo que es posible que las areas de restauración sean pequeñas y no de muchas hectareas",-,NA,NA,5.0763,-74
RE00027,a,Programa de Compensación Forestal en la Serranía del Perijá,"Fabio H. 
Lozano Zambrano",Fudación ProSierra,NGO,National,Public and private,2015,2015,Yes,Implementation,Yes,NI,"Mosaic of crops, pastures and natural areas",Natural regeneration and assisted restoration,Agroforestry system,Agroforestry system,NA,NA,NA,NA,Mining and extractive industry,Agricultural and livestock use,NA,NA,NA,Forestry protection-production,Ecological connectivity,140,NI,CESAR,20,LA JAGUA DE IBIRICO,20400,CESAR_LA JAGUA DE IBIRICO,CESAR,LA JAGUA DE IBIRICO,Serranía del Perijá,Cinturón árido precaribeño,NI,https://www.drummondltd.com/programa-de-compensacion-forestal-de-la-serrania-de-perija/,NA,"Compensación forestal en 134 predios. Proceso de restauración realizado por varias mineras de la zona: drumond, prodeco,  CNR, y Norcarbon. Fundacion Prosierra es la entidad operadora del programa. La estrategia de restauración proncipal es corredores de conservación, por medio de areas de restauración pasiva  a partir de áreas destinadas a conservación por parte de los dueños de los predios con una duración de 15 años para la compensacion. Tambien se implementaron 140 hectareas en resatauración activa. Se adjunta enlace del video. Esto deberia tener un procesos de monitoreo de 15 años o con una buena temporalidad.",-,Pin location is in CESAR_BECERRIL,NA,9.6936,-73.0686
RE00028,a,Restauración ecológica participativa de la biodiversidad de cuatro complejos de humedal en el Magdalena Medio,"Sandra 
González",ECODES,Company,National,Public and private,2018,2010,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",NI,NI,NI,NA,NA,NA,NA,NI,Mining and extractive industry,NA,NA,NA,NI,Hydrological restoration,82,NI,"CESAR, SANTANDER, ANTIOQUIA, BOLÃVAR","20, 68, 13, 5",GAMARRA,20295,CESAR_GAMARRA,CESAR,GAMARRA,"Complejo de humedales, Juncal-Baquero, Llanito-San Silvestre, Cachimbrero-El encanto, Eusebia-Tabacurú",Choco-Magdalena,Wetland,https://documen.site/download/diapositiva-1-fundacion-alma_pdf,NA,"Aunque ECODES estuvo en el proyecto, parece que elimplementador principal fue fundación ALMA. Y la información asociada que aparece esta direccionada a la identificación de especies de plantas con potencial para la restauración a partir de talleres comunitarios.                                                                                                    https://ipt.biodiversidad.co/sib/resource?r=almamagmed",-,Duplicated rows per municipality,Maybe same as RE00021?,7.0927,-73.811
RE00028,a,Restauración ecológica participativa de la biodiversidad de cuatro complejos de humedal en el Magdalena Medio,"Sandra 
González",ECODES,Company,National,Public and private,2018,2010,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",NI,NI,NI,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Hydrological restoration,82,NI,"CESAR, SANTANDER, ANTIOQUIA, BOLÃVAR",68,BARRANCABERMEJA,68081,SANTANDER_BARRANCABERMEJA,SANTANDER,BARRANCABERMEJA,"Complejo de humedales, Juncal-Baquero, Llanito-San Silvestre, Cachimbrero-El encanto, Eusebia-Tabacurú",Choco-Magdalena,Wetland,https://documen.site/download/diapositiva-1-fundacion-alma_pdf,NA,"Aunque ECODES estuvo en el proyecto, parece que elimplementador principal fue fundación ALMA. Y la información asociada que aparece esta direccionada a la identificación de especies de plantas con potencial para la restauración a partir de talleres comunitarios.                                                                                                    https://ipt.biodiversidad.co/sib/resource?r=almamagmed",-,Duplicated rows per municipality,Maybe same as RE00021?,7.0927,-73.811
RE00028,a,Restauración ecológica participativa de la biodiversidad de cuatro complejos de humedal en el Magdalena Medio,"Sandra 
González",ECODES,Company,National,Public and private,2018,2010,No,Implementation,NI,NI,"Lagoons, lakes and natural swamps",NI,NI,NI,NA,NA,NA,NA,NI,NI,NA,NA,NA,NI,Hydrological restoration,82,NI,"CESAR, SANTANDER, ANTIOQUIA, BOLÃVAR",13,CIMITARRA,68190,SANTANDER_CIMITARRA,SANTANDER,CIMITARRA,"Complejo de humedales, Juncal-Baquero, Llanito-San Silvestre, Cachimbrero-El encanto, Eusebia-Tabacurú",Choco-Magdalena,Wetland,https://documen.site/download/diapositiva-1-fundacion-alma_pdf,NA,"Aunque ECODES estuvo en el proyecto, parece que elimplementador principal fue fundación ALMA. Y la información asociada que aparece esta direccionada a la identificación de especies de plantas con potencial para la restauración a partir de talleres comunitarios.                                                                                                    https://ipt.biodiversidad.co/sib/resource?r=almamagmed",-,Duplicated rows per municipality,Maybe same as RE00021?,7.0927,-73.811
